Date,prcp,Interpolated_Value
2024-04-20,0.0,0.0
2024-04-21,0.0,0.0
2024-04-22,0.0,0.0
2024-04-23,0.0,0.0
2024-04-24,0.0,0.0
2024-04-25,0.0,0.0
2024-04-26,0.0,0.0
2024-04-27,0.0,0.0
2024-04-28,0.0,0.0
2024-04-29,0.0,0.0
2024-04-30,0.0,0.0
2024-05-01,0.0,0.0
2024-05-02,0.0,0.0
2024-05-03,0.0,0.0
2024-05-04,0.0,0.0
2024-05-05,0.0,0.0
2024-05-06,0.0,0.0
2024-05-07,0.0,0.4
2024-05-08,0.4,0.0
2024-05-09,0.0,0.0
2024-05-10,0.0,1.8
2024-05-11,1.8,0.6
2024-05-12,0.6,0.0
2024-05-13,0.0,0.0
2024-05-14,0.0,0.0
2024-05-15,0.0,0.0
2024-05-16,0.0,0.0
2024-05-17,0.0,0.0
2024-05-18,0.0,0.0
2024-05-19,0.0,0.0
2024-05-20,0.0,0.0
2024-05-21,0.0,0.0
2024-05-22,0.0,0.0
2024-05-23,0.0,0.0
2024-05-24,0.0,0.0
2024-05-25,0.0,0.0
2024-05-26,0.0,0.0
2024-05-27,0.0,0.0
2024-05-28,0.0,0.0
2024-05-29,0.0,0.0
2024-05-30,0.0,0.0
2024-05-31,0.0,0.0
2024-06-01,0.0,0.0
2024-06-02,0.0,0.0
2024-06-03,0.0,0.0
2024-06-04,0.0,0.0
2024-06-05,0.0,0.0
2024-06-06,0.0,0.0
2024-06-07,0.0,0.0
2024-06-08,0.0,0.0
2024-06-09,0.0,0.0
2024-06-10,0.0,0.0
2024-06-11,0.0,0.0
2024-06-12,0.0,0.0
2024-06-13,0.0,0.0
2024-06-14,0.0,0.0
2024-06-15,0.0,0.0
2024-06-16,0.0,0.0
2024-06-17,0.0,0.0
2024-06-18,0.0,0.0
2024-06-19,0.0,0.0
2024-06-20,0.0,0.0
2024-06-21,0.0,0.0
2024-06-22,0.0,8.2
2024-06-23,8.2,13.0
2024-06-24,13.0,24.7
2024-06-25,24.7,2.3
2024-06-26,2.3,3.9
2024-06-27,3.9,36.0
2024-06-28,36.0,10.6
2024-06-29,10.6,22.8
2024-06-30,22.8,18.2
2024-07-01,18.2,20.8
2024-07-02,20.8,14.0
2024-07-03,14.0,8.6
2024-07-04,8.6,20.2
2024-07-05,20.2,32.1
2024-07-06,32.1,15.1
2024-07-07,15.1,5.3
2024-07-08,5.3,9.0
2024-07-09,9.0,38.3
2024-07-10,38.3,14.8
2024-07-11,14.8,1.9
2024-07-12,1.9,1.2
2024-07-13,1.2,5.5
2024-07-14,5.5,32.2
2024-07-15,32.2,0.0
2024-07-16,0.0,3.5
2024-07-17,3.5,13.9
2024-07-18,13.9,8.2
2024-07-19,8.2,10.6
2024-07-20,10.6,0.4
2024-07-21,0.4,6.4
2024-07-22,6.4,12.3
2024-07-23,12.3,4.7
2024-07-24,4.7,32.0
2024-07-25,32.0,26.9
2024-07-26,26.9,13.1
2024-07-27,13.1,0.7
2024-07-28,0.7,0.4
2024-07-29,0.4,13.9
2024-07-30,13.9,13.9
2024-07-31,13.9,13.2
2024-08-01,13.2,9.3
2024-08-02,9.3,2.9
2024-08-03,2.9,2.8
2024-08-04,2.8,0.3
2024-08-05,0.3,0.0
2024-08-06,0.0,9.1
2024-08-07,9.1,38.9
2024-08-08,38.9,13.0
2024-08-09,13.0,2.3
2024-08-10,2.3,2.2
2024-08-11,2.2,8.5
2024-08-12,8.5,4.6
2024-08-13,4.6,27.3
2024-08-14,27.3,17.7
2024-08-15,17.7,19.6
2024-08-16,19.6,9.6
2024-08-17,9.6,16.6
2024-08-18,16.6,26.9
2024-08-19,26.9,19.7
2024-08-20,19.7,19.7
2024-08-21,19.7,17.6
2024-08-22,17.6,2.6
2024-08-23,2.6,16.7
2024-08-24,16.7,4.5
2024-08-25,4.5,18.5
2024-08-26,18.5,19.4
2024-08-27,19.4,13.095276697948414
2024-08-28,,6.014901563735141
2024-08-29,,0.0
2024-08-30,,0.0
2024-08-31,,0.0
2024-09-01,,0.0
2024-09-02,,0.0
2024-09-03,,0.0
2024-09-04,,6.3
2024-09-05,6.3,17.5
2024-09-06,17.5,10.6
2024-09-07,10.6,6.8
2024-09-08,6.8,13.1
2024-09-09,13.1,13.1
2024-09-10,13.1,54.4
2024-09-11,54.4,33.8
2024-09-12,33.8,4.9
2024-09-13,4.9,0.0
2024-09-14,0.0,0.8
2024-09-15,0.8,0.0
2024-09-16,0.0,42.2
2024-09-17,42.2,46.3
2024-09-18,46.3,0.0
2024-09-19,0.0,0.0
2024-09-20,0.0,0.0
2024-09-21,0.0,0.0
2024-09-22,0.0,0.0
2024-09-23,0.0,0.0
2024-09-24,0.0,3.7
2024-09-25,3.7,5.8
2024-09-26,5.8,28.6
2024-09-27,28.6,6.9
2024-09-28,6.9,15.9
2024-09-29,15.9,1.0
2024-09-30,1.0,0.0
2024-10-01,0.0,0.0
2024-10-02,0.0,0.0
2024-10-03,0.0,0.0
2024-10-04,0.0,0.0
2024-10-05,0.0,1.4
2024-10-06,1.4,0.0
2024-10-07,0.0,0.9
2024-10-08,0.9,0.0
2024-10-09,0.0,0.0
2024-10-10,0.0,0.0
2024-10-11,0.0,1.3
2024-10-12,1.3,0.0
2024-10-13,0.0,0.0
2024-10-14,0.0,0.0
2024-10-15,0.0,0.0
2024-10-16,0.0,0.0
2024-10-17,0.0,0.0
2024-10-18,0.0,0.0
2024-10-19,0.0,0.0
2024-10-20,0.0,0.0
2024-10-21,0.0,0.0
2024-10-22,0.0,0.0
2024-10-23,0.0,0.0
2024-10-24,0.0,0.0
2024-10-25,0.0,0.0
2024-10-26,0.0,0.0
2024-10-27,0.0,0.2
2024-10-28,0.2,0.0
2024-10-29,0.0,0.0
2024-10-30,0.0,0.0
2024-10-31,0.0,0.0
2024-11-01,0.0,0.0
2024-11-02,0.0,0.0
2024-11-03,0.0,0.0
2024-11-04,0.0,0.2
2024-11-05,0.2,0.0
2024-11-06,0.0,0.0
2024-11-07,0.0,0.0
2024-11-08,0.0,0.0
2024-11-09,0.0,0.0
2024-11-10,0.0,0.0
2024-11-11,0.0,0.0
2024-11-12,0.0,0.0
2024-11-13,0.0,0.0
2024-11-14,0.0,0.0
2024-11-15,0.0,0.0
2024-11-16,0.0,0.0
2024-11-17,0.0,0.0
2024-11-18,0.0,0.0
2024-11-19,0.0,0.0
2024-11-20,0.0,0.0
2024-11-21,0.0,0.0
2024-11-22,0.0,0.0
2024-11-23,0.0,0.0
2024-11-24,0.0,0.0
2024-11-25,0.0,0.0
2024-11-26,0.0,0.0
2024-11-27,0.0,0.0
2024-11-28,0.0,0.0
2024-11-29,0.0,0.0
2024-11-30,0.0,0.0
2024-12-01,0.0,0.0
2024-12-02,0.0,0.0
2024-12-03,0.0,2.598724571711012e-15
2024-12-04,,1.0394898286844047e-14
2024-12-05,,2.5987245717110117e-14
2024-12-06,,5.1974491434220235e-14
2024-12-07,,9.095536000988541e-14
